"palabra","frecuencia.Var1","frecuencia.Freq","documento"
490,"audr",1,"trad_gonzalez_garcia.pdf"
491,"audrar",2,"trad_gonzalez_garcia.pdf"
492,"augurar",2,"trad_gonzalez_garcia.pdf"
493,"áulico",1,"trad_gonzalez_garcia.pdf"
494,"aúlla",1,"trad_gonzalez_garcia.pdf"
495,"aullad",1,"trad_gonzalez_garcia.pdf"
496,"aullar",1,"trad_gonzalez_garcia.pdf"
497,"aumentado",1,"trad_gonzalez_garcia.pdf"
498,"aumentar",9,"trad_gonzalez_garcia.pdf"
499,"aumentaro",1,"trad_gonzalez_garcia.pdf"
500,"aun",2,"trad_gonzalez_garcia.pdf"
501,"aún",55,"trad_gonzalez_garcia.pdf"
502,"ausencia",2,"trad_gonzalez_garcia.pdf"
503,"autenticidad",1,"trad_gonzalez_garcia.pdf"
504,"auténtico",14,"trad_gonzalez_garcia.pdf"
505,"autocontrol",1,"trad_gonzalez_garcia.pdf"
506,"autodestructivo",1,"trad_gonzalez_garcia.pdf"
507,"autor",4,"trad_gonzalez_garcia.pdf"
508,"avanzar",4,"trad_gonzalez_garcia.pdf"
509,"avaro",1,"trad_gonzalez_garcia.pdf"
510,"avellano",1,"trad_gonzalez_garcia.pdf"
511,"aventajar",1,"trad_gonzalez_garcia.pdf"
512,"avergonzao",2,"trad_gonzalez_garcia.pdf"
513,"avergonzar",2,"trad_gonzalez_garcia.pdf"
514,"averiguar",1,"trad_gonzalez_garcia.pdf"
515,"avidez",1,"trad_gonzalez_garcia.pdf"
516,"avisar",1,"trad_gonzalez_garcia.pdf"
517,"avivar",1,"trad_gonzalez_garcia.pdf"
518,"ayer",17,"trad_gonzalez_garcia.pdf"
519,"ayuda",2,"trad_gonzalez_garcia.pdf"
520,"ayudar",6,"trad_gonzalez_garcia.pdf"
521,"ayudarte",1,"trad_gonzalez_garcia.pdf"
522,"azúcar",2,"trad_gonzalez_garcia.pdf"
523,"azul",4,"trad_gonzalez_garcia.pdf"
524,"azuzar",1,"trad_gonzalez_garcia.pdf"
525,"b",8,"trad_gonzalez_garcia.pdf"
526,"báculo",2,"trad_gonzalez_garcia.pdf"
527,"bail",1,"trad_gonzalez_garcia.pdf"
528,"baila",1,"trad_gonzalez_garcia.pdf"
529,"bailábar",1,"trad_gonzalez_garcia.pdf"
530,"bailar",8,"trad_gonzalez_garcia.pdf"
531,"bailarín",1,"trad_gonzalez_garcia.pdf"
532,"bailarina",1,"trad_gonzalez_garcia.pdf"
533,"baile",10,"trad_gonzalez_garcia.pdf"
534,"baj",2,"trad_gonzalez_garcia.pdf"
535,"baja",1,"trad_gonzalez_garcia.pdf"
536,"bajar",6,"trad_gonzalez_garcia.pdf"
537,"bajastei",1,"trad_gonzalez_garcia.pdf"
538,"balazo",1,"trad_gonzalez_garcia.pdf"
539,"balbuceante",1,"trad_gonzalez_garcia.pdf"
540,"balcón",1,"trad_gonzalez_garcia.pdf"
541,"balsámico",2,"trad_gonzalez_garcia.pdf"
542,"bálsamo",3,"trad_gonzalez_garcia.pdf"
543,"banal",3,"trad_gonzalez_garcia.pdf"
544,"banco",2,"trad_gonzalez_garcia.pdf"
545,"baño",1,"trad_gonzalez_garcia.pdf"
546,"baqueta",2,"trad_gonzalez_garcia.pdf"
547,"baratija",1,"trad_gonzalez_garcia.pdf"
548,"barba",1,"trad_gonzalez_garcia.pdf"
549,"barco",3,"trad_gonzalez_garcia.pdf"
550,"bardo",3,"trad_gonzalez_garcia.pdf"
551,"barón",1,"trad_gonzalez_garcia.pdf"
552,"barro",1,"trad_gonzalez_garcia.pdf"
553,"basado",1,"trad_gonzalez_garcia.pdf"
554,"basar",1,"trad_gonzalez_garcia.pdf"
555,"base",1,"trad_gonzalez_garcia.pdf"
556,"básicamente",1,"trad_gonzalez_garcia.pdf"
557,"basta",1,"trad_gonzalez_garcia.pdf"
558,"bastar",2,"trad_gonzalez_garcia.pdf"
559,"bastir",1,"trad_gonzalez_garcia.pdf"
560,"bastón",2,"trad_gonzalez_garcia.pdf"
561,"batalla",4,"trad_gonzalez_garcia.pdf"
562,"batiéndo",1,"trad_gonzalez_garcia.pdf"
563,"batir",1,"trad_gonzalez_garcia.pdf"
564,"batteux",1,"trad_gonzalez_garcia.pdf"
565,"bautizo",2,"trad_gonzalez_garcia.pdf"
566,"ba��ar",1,"trad_gonzalez_garcia.pdf"
567,"beatífico",1,"trad_gonzalez_garcia.pdf"
568,"bebedor",1,"trad_gonzalez_garcia.pdf"
569,"beber",8,"trad_gonzalez_garcia.pdf"
570,"bella",2,"trad_gonzalez_garcia.pdf"
571,"bellaco",1,"trad_gonzalez_garcia.pdf"
572,"belleza",4,"trad_gonzalez_garcia.pdf"
573,"bello",2,"trad_gonzalez_garcia.pdf"
574,"bendecer",1,"trad_gonzalez_garcia.pdf"
575,"bendición",2,"trad_gonzalez_garcia.pdf"
576,"bendiga",1,"trad_gonzalez_garcia.pdf"
577,"bendigar",2,"trad_gonzalez_garcia.pdf"
578,"bendito",1,"trad_gonzalez_garcia.pdf"
579,"beneficioso",1,"trad_gonzalez_garcia.pdf"
580,"benigno",1,"trad_gonzalez_garcia.pdf"
581,"besa",1,"trad_gonzalez_garcia.pdf"
582,"besándo",1,"trad_gonzalez_garcia.pdf"
583,"besar",14,"trad_gonzalez_garcia.pdf"
584,"beso",11,"trad_gonzalez_garcia.pdf"
585,"bestia",1,"trad_gonzalez_garcia.pdf"
586,"bienaventuranza",1,"trad_gonzalez_garcia.pdf"
587,"bienestar",5,"trad_gonzalez_garcia.pdf"
588,"bienhechor",1,"trad_gonzalez_garcia.pdf"
589,"bienintencionado",2,"trad_gonzalez_garcia.pdf"
590,"bienvenida",1,"trad_gonzalez_garcia.pdf"
591,"bilis",1,"trad_gonzalez_garcia.pdf"
592,"bizcocho",1,"trad_gonzalez_garcia.pdf"
593,"blanco",10,"trad_gonzalez_garcia.pdf"
594,"boca",10,"trad_gonzalez_garcia.pdf"
595,"bocanado",1,"trad_gonzalez_garcia.pdf"
596,"bochorno",1,"trad_gonzalez_garcia.pdf"
597,"boda",1,"trad_gonzalez_garcia.pdf"
598,"bodo",1,"trad_gonzalez_garcia.pdf"
599,"bolsillo",1,"trad_gonzalez_garcia.pdf"
600,"bombear",1,"trad_gonzalez_garcia.pdf"
601,"bondad",5,"trad_gonzalez_garcia.pdf"
602,"bondadoso",4,"trad_gonzalez_garcia.pdf"
603,"bonita",1,"trad_gonzalez_garcia.pdf"
604,"borde",1,"trad_gonzalez_garcia.pdf"
605,"borracho",3,"trad_gonzalez_garcia.pdf"
606,"borrar",3,"trad_gonzalez_garcia.pdf"
607,"borrón",1,"trad_gonzalez_garcia.pdf"
608,"bosque",17,"trad_gonzalez_garcia.pdf"
609,"bosquecillo",2,"trad_gonzalez_garcia.pdf"
610,"bota",1,"trad_gonzalez_garcia.pdf"
611,"bote",4,"trad_gonzalez_garcia.pdf"
612,"botella",2,"trad_gonzalez_garcia.pdf"
613,"botín",1,"trad_gonzalez_garcia.pdf"
614,"botón",1,"trad_gonzalez_garcia.pdf"
615,"bramad",1,"trad_gonzalez_garcia.pdf"
616,"bramar",2,"trad_gonzalez_garcia.pdf"
617,"bramido",1,"trad_gonzalez_garcia.pdf"
618,"brazo",21,"trad_gonzalez_garcia.pdf"
619,"brazor",1,"trad_gonzalez_garcia.pdf"
620,"breve",5,"trad_gonzalez_garcia.pdf"
621,"bribón",2,"trad_gonzalez_garcia.pdf"
622,"brilla",2,"trad_gonzalez_garcia.pdf"
623,"brillante",1,"trad_gonzalez_garcia.pdf"
624,"brillar",2,"trad_gonzalez_garcia.pdf"
625,"brillo",4,"trad_gonzalez_garcia.pdf"
626,"brindar",1,"trad_gonzalez_garcia.pdf"
627,"brizna",2,"trad_gonzalez_garcia.pdf"
628,"broma",1,"trad_gonzalez_garcia.pdf"
629,"bromear",2,"trad_gonzalez_garcia.pdf"
630,"bronce",3,"trad_gonzalez_garcia.pdf"
631,"bronco",1,"trad_gonzalez_garcia.pdf"
632,"brota",1,"trad_gonzalez_garcia.pdf"
633,"brotar",7,"trad_gonzalez_garcia.pdf"
634,"bruma",1,"trad_gonzalez_garcia.pdf"
635,"bruscar",1,"trad_gonzalez_garcia.pdf"
636,"bruto",1,"trad_gonzalez_garcia.pdf"
637,"bue",12,"trad_gonzalez_garcia.pdf"
638,"buen",32,"trad_gonzalez_garcia.pdf"
639,"buena",1,"trad_gonzalez_garcia.pdf"
640,"buey",1,"trad_gonzalez_garcia.pdf"
641,"bufonada",1,"trad_gonzalez_garcia.pdf"
642,"bullar",1,"trad_gonzalez_garcia.pdf"
643,"buller",1,"trad_gonzalez_garcia.pdf"
644,"bur",4,"trad_gonzalez_garcia.pdf"
645,"burgués",1,"trad_gonzalez_garcia.pdf"
646,"burgueso",1,"trad_gonzalez_garcia.pdf"
647,"burlándo",1,"trad_gonzalez_garcia.pdf"
648,"burlar",2,"trad_gonzalez_garcia.pdf"
649,"burlón",2,"trad_gonzalez_garcia.pdf"
650,"busc",1,"trad_gonzalez_garcia.pdf"
651,"busca",1,"trad_gonzalez_garcia.pdf"
652,"buscad",1,"trad_gonzalez_garcia.pdf"
653,"buscadlar",1,"trad_gonzalez_garcia.pdf"
654,"buscándola",2,"trad_gonzalez_garcia.pdf"
655,"buscar",23,"trad_gonzalez_garcia.pdf"
656,"busco",4,"trad_gonzalez_garcia.pdf"
657,"c",3,"trad_gonzalez_garcia.pdf"
658,"cabalga",1,"trad_gonzalez_garcia.pdf"
659,"cabalgar",2,"trad_gonzalez_garcia.pdf"
660,"caballero",1,"trad_gonzalez_garcia.pdf"
661,"caballito",1,"trad_gonzalez_garcia.pdf"
662,"caballo",11,"trad_gonzalez_garcia.pdf"
663,"cabaña",3,"trad_gonzalez_garcia.pdf"
664,"cabello",3,"trad_gonzalez_garcia.pdf"
665,"caber",1,"trad_gonzalez_garcia.pdf"
666,"cabeza",19,"trad_gonzalez_garcia.pdf"
667,"cabo",4,"trad_gonzalez_garcia.pdf"
668,"cabriolé",1,"trad_gonzalez_garcia.pdf"
669,"cachete",3,"trad_gonzalez_garcia.pdf"
670,"cada",42,"trad_gonzalez_garcia.pdf"
671,"cadáver",5,"trad_gonzalez_garcia.pdf"
672,"cadena",1,"trad_gonzalez_garcia.pdf"
673,"caer",23,"trad_gonzalez_garcia.pdf"
674,"café",5,"trad_gonzalez_garcia.pdf"
675,"caí",1,"trad_gonzalez_garcia.pdf"
676,"caída",2,"trad_gonzalez_garcia.pdf"
677,"caído",1,"trad_gonzalez_garcia.pdf"
678,"caigo",2,"trad_gonzalez_garcia.pdf"
679,"caíste",1,"trad_gonzalez_garcia.pdf"
680,"caja",1,"trad_gonzalez_garcia.pdf"
681,"cajar",1,"trad_gonzalez_garcia.pdf"
682,"cajón",2,"trad_gonzalez_garcia.pdf"
683,"calculad",1,"trad_gonzalez_garcia.pdf"
684,"calidez",2,"trad_gonzalez_garcia.pdf"
685,"cálido",7,"trad_gonzalez_garcia.pdf"
686,"calificar",1,"trad_gonzalez_garcia.pdf"
687,"calificativo",1,"trad_gonzalez_garcia.pdf"
688,"cáliz",3,"trad_gonzalez_garcia.pdf"
689,"callado",3,"trad_gonzalez_garcia.pdf"
690,"callar",5,"trad_gonzalez_garcia.pdf"
691,"calle",2,"trad_gonzalez_garcia.pdf"
692,"calma",3,"trad_gonzalez_garcia.pdf"
693,"calmado",1,"trad_gonzalez_garcia.pdf"
694,"calmar",1,"trad_gonzalez_garcia.pdf"
695,"calor",3,"trad_gonzalez_garcia.pdf"
696,"caluroso",1,"trad_gonzalez_garcia.pdf"
697,"calza",1,"trad_gonzalez_garcia.pdf"
698,"calzado",1,"trad_gonzalez_garcia.pdf"
699,"cama",14,"trad_gonzalez_garcia.pdf"
700,"cámara",2,"trad_gonzalez_garcia.pdf"
701,"camarada",1,"trad_gonzalez_garcia.pdf"
702,"cambiante",1,"trad_gonzalez_garcia.pdf"
703,"cambiar",8,"trad_gonzalez_garcia.pdf"
704,"cambio",6,"trad_gonzalez_garcia.pdf"
705,"camina",1,"trad_gonzalez_garcia.pdf"
706,"caminante",3,"trad_gonzalez_garcia.pdf"
707,"caminar",8,"trad_gonzalez_garcia.pdf"
708,"caminata",1,"trad_gonzalez_garcia.pdf"
709,"caminé",2,"trad_gonzalez_garcia.pdf"
710,"camino",32,"trad_gonzalez_garcia.pdf"
711,"camisa",1,"trad_gonzalez_garcia.pdf"
712,"campesino",8,"trad_gonzalez_garcia.pdf"
713,"campestre",1,"trad_gonzalez_garcia.pdf"
714,"campo",17,"trad_gonzalez_garcia.pdf"
715,"canapé",2,"trad_gonzalez_garcia.pdf"
716,"canario",1,"trad_gonzalez_garcia.pdf"
717,"canción",6,"trad_gonzalez_garcia.pdf"
718,"cañón",1,"trad_gonzalez_garcia.pdf"
719,"cánón",1,"trad_gonzalez_garcia.pdf"
720,"cansancio",2,"trad_gonzalez_garcia.pdf"
721,"cantáis",1,"trad_gonzalez_garcia.pdf"
722,"cantante",2,"trad_gonzalez_garcia.pdf"
723,"cantar",1,"trad_gonzalez_garcia.pdf"
724,"cántaro",1,"trad_gonzalez_garcia.pdf"
725,"cantidad",4,"trad_gonzalez_garcia.pdf"
726,"canto",16,"trad_gonzalez_garcia.pdf"
727,"capacidad",1,"trad_gonzalez_garcia.pdf"
728,"capacitado",1,"trad_gonzalez_garcia.pdf"
729,"capaz",10,"trad_gonzalez_garcia.pdf"
730,"capricho",2,"trad_gonzalez_garcia.pdf"
731,"caprichoso",1,"trad_gonzalez_garcia.pdf"
732,"captura",1,"trad_gonzalez_garcia.pdf"
733,"carácter",6,"trad_gonzalez_garcia.pdf"
734,"carcajada",1,"trad_gonzalez_garcia.pdf"
735,"carec",1,"trad_gonzalez_garcia.pdf"
736,"carecer",7,"trad_gonzalez_garcia.pdf"
737,"carente",3,"trad_gonzalez_garcia.pdf"
738,"carga",5,"trad_gonzalez_garcia.pdf"
739,"cargada",4,"trad_gonzalez_garcia.pdf"
740,"cargado",4,"trad_gonzalez_garcia.pdf"
741,"cargar",4,"trad_gonzalez_garcia.pdf"
742,"cargo",2,"trad_gonzalez_garcia.pdf"
743,"caricaturesco",1,"trad_gonzalez_garcia.pdf"
744,"caricia",1,"trad_gonzalez_garcia.pdf"
745,"cariño",13,"trad_gonzalez_garcia.pdf"
746,"cariñosamente",2,"trad_gonzalez_garcia.pdf"
747,"cariñoso",2,"trad_gonzalez_garcia.pdf"
748,"carmor",3,"trad_gonzalez_garcia.pdf"
749,"carrera",1,"trad_gonzalez_garcia.pdf"
750,"carrillo",1,"trad_gonzalez_garcia.pdf"
751,"carro",2,"trad_gonzalez_garcia.pdf"
752,"carruaje",4,"trad_gonzalez_garcia.pdf"
753,"carta",19,"trad_gonzalez_garcia.pdf"
754,"casa",49,"trad_gonzalez_garcia.pdf"
755,"casar",6,"trad_gonzalez_garcia.pdf"
756,"casero",1,"trad_gonzalez_garcia.pdf"
757,"casi",6,"trad_gonzalez_garcia.pdf"
758,"casilla",1,"trad_gonzalez_garcia.pdf"
759,"casita",1,"trad_gonzalez_garcia.pdf"
760,"caso",12,"trad_gonzalez_garcia.pdf"
761,"castaño",2,"trad_gonzalez_garcia.pdf"
762,"castigar",1,"trad_gonzalez_garcia.pdf"
763,"castigo",2,"trad_gonzalez_garcia.pdf"
764,"castillo",2,"trad_gonzalez_garcia.pdf"
765,"casualidad",3,"trad_gonzalez_garcia.pdf"
766,"casualmente",1,"trad_gonzalez_garcia.pdf"
767,"catástrofe",1,"trad_gonzalez_garcia.pdf"
768,"catorce",4,"trad_gonzalez_garcia.pdf"
769,"causa",8,"trad_gonzalez_garcia.pdf"
770,"causado",1,"trad_gonzalez_garcia.pdf"
771,"causar",15,"trad_gonzalez_garcia.pdf"
772,"causaría",1,"trad_gonzalez_garcia.pdf"
773,"cautivador",1,"trad_gonzalez_garcia.pdf"
774,"cautivar",2,"trad_gonzalez_garcia.pdf"
775,"cautivo",1,"trad_gonzalez_garcia.pdf"
776,"caverna",1,"trad_gonzalez_garcia.pdf"
777,"cayr",1,"trad_gonzalez_garcia.pdf"
778,"caza",10,"trad_gonzalez_garcia.pdf"
779,"cazador",2,"trad_gonzalez_garcia.pdf"
780,"cazuela",3,"trad_gonzalez_garcia.pdf"
781,"ceder",1,"trad_gonzalez_garcia.pdf"
782,"cedido",1,"trad_gonzalez_garcia.pdf"
783,"cegador",1,"trad_gonzalez_garcia.pdf"
784,"ceguera",2,"trad_gonzalez_garcia.pdf"
785,"celda",1,"trad_gonzalez_garcia.pdf"
786,"celebrado",1,"trad_gonzalez_garcia.pdf"
787,"celebrar",1,"trad_gonzalez_garcia.pdf"
788,"celeridad",1,"trad_gonzalez_garcia.pdf"
789,"celestial",12,"trad_gonzalez_garcia.pdf"
790,"celo",1,"trad_gonzalez_garcia.pdf"
791,"cementerio",4,"trad_gonzalez_garcia.pdf"
792,"cena",3,"trad_gonzalez_garcia.pdf"
793,"cenador",3,"trad_gonzalez_garcia.pdf"
794,"cenar",3,"trad_gonzalez_garcia.pdf"
795,"ceno",1,"trad_gonzalez_garcia.pdf"
796,"censurable",1,"trad_gonzalez_garcia.pdf"
797,"censurar",1,"trad_gonzalez_garcia.pdf"
798,"centaurea",1,"trad_gonzalez_garcia.pdf"
799,"centro",1,"trad_gonzalez_garcia.pdf"
800,"cepa",1,"trad_gonzalez_garcia.pdf"
801,"cepillar",1,"trad_gonzalez_garcia.pdf"
802,"cera",1,"trad_gonzalez_garcia.pdf"
803,"cerca",15,"trad_gonzalez_garcia.pdf"
804,"cercado",1,"trad_gonzalez_garcia.pdf"
805,"cercanía",1,"trad_gonzalez_garcia.pdf"
806,"cercano",3,"trad_gonzalez_garcia.pdf"
807,"cerdo",1,"trad_gonzalez_garcia.pdf"
808,"cerebro",5,"trad_gonzalez_garcia.pdf"
809,"ceremonia",2,"trad_gonzalez_garcia.pdf"
810,"cerrado",1,"trad_gonzalez_garcia.pdf"
811,"cerrar",4,"trad_gonzalez_garcia.pdf"
812,"cerréis",1,"trad_gonzalez_garcia.pdf"
813,"certeza",2,"trad_gonzalez_garcia.pdf"
814,"cerveza",1,"trad_gonzalez_garcia.pdf"
815,"cesar",3,"trad_gonzalez_garcia.pdf"
816,"cese",1,"trad_gonzalez_garcia.pdf"
817,"cestillo",1,"trad_gonzalez_garcia.pdf"
818,"cesto",1,"trad_gonzalez_garcia.pdf"
819,"cháchar",1,"trad_gonzalez_garcia.pdf"
820,"chaleco",2,"trad_gonzalez_garcia.pdf"
821,"chaqueta",1,"trad_gonzalez_garcia.pdf"
822,"charlar",1,"trad_gonzalez_garcia.pdf"
823,"charlotte",1,"trad_gonzalez_garcia.pdf"
824,"chata",1,"trad_gonzalez_garcia.pdf"
825,"chico",2,"trad_gonzalez_garcia.pdf"
826,"chiflado",2,"trad_gonzalez_garcia.pdf"
827,"chifladura",1,"trad_gonzalez_garcia.pdf"
828,"chismorrear",1,"trad_gonzalez_garcia.pdf"
829,"chismorreo",1,"trad_gonzalez_garcia.pdf"
830,"chispa",1,"trad_gonzalez_garcia.pdf"
831,"ciego",1,"trad_gonzalez_garcia.pdf"
832,"cielo",26,"trad_gonzalez_garcia.pdf"
833,"cien",3,"trad_gonzalez_garcia.pdf"
834,"ciencia",1,"trad_gonzalez_garcia.pdf"
835,"científico",2,"trad_gonzalez_garcia.pdf"
836,"ciento",4,"trad_gonzalez_garcia.pdf"
837,"cierne",1,"trad_gonzalez_garcia.pdf"
838,"cierrar",1,"trad_gonzalez_garcia.pdf"
839,"cierro",2,"trad_gonzalez_garcia.pdf"
840,"cierto",28,"trad_gonzalez_garcia.pdf"
841,"cilicio",1,"trad_gonzalez_garcia.pdf"
842,"cima",3,"trad_gonzalez_garcia.pdf"
843,"cinco",2,"trad_gonzalez_garcia.pdf"
844,"cincuenta",1,"trad_gonzalez_garcia.pdf"
845,"cinta",5,"trad_gonzalez_garcia.pdf"
846,"cintura",2,"trad_gonzalez_garcia.pdf"
847,"circular",1,"trad_gonzalez_garcia.pdf"
848,"círculo",8,"trad_gonzalez_garcia.pdf"
849,"circunstancia",4,"trad_gonzalez_garcia.pdf"
850,"ciudad",21,"trad_gonzalez_garcia.pdf"
851,"ciudadano",2,"trad_gonzalez_garcia.pdf"
852,"clama",1,"trad_gonzalez_garcia.pdf"
853,"clamor",2,"trad_gonzalez_garcia.pdf"
854,"claramente",2,"trad_gonzalez_garcia.pdf"
855,"claridad",2,"trad_gonzalez_garcia.pdf"
856,"claro",6,"trad_gonzalez_garcia.pdf"
857,"clase",12,"trad_gonzalez_garcia.pdf"
858,"clasificación",1,"trad_gonzalez_garcia.pdf"
859,"clavo",1,"trad_gonzalez_garcia.pdf"
860,"coartar",1,"trad_gonzalez_garcia.pdf"
861,"cobarde",1,"trad_gonzalez_garcia.pdf"
862,"cobarder",1,"trad_gonzalez_garcia.pdf"
863,"cobijo",1,"trad_gonzalez_garcia.pdf"
864,"cobrar",6,"trad_gonzalez_garcia.pdf"
865,"coche",5,"trad_gonzalez_garcia.pdf"
866,"cochero",1,"trad_gonzalez_garcia.pdf"
867,"cocina",2,"trad_gonzalez_garcia.pdf"
868,"codicia",1,"trad_gonzalez_garcia.pdf"
869,"codo",1,"trad_gonzalez_garcia.pdf"
870,"coger",15,"trad_gonzalez_garcia.pdf"
871,"cogería",1,"trad_gonzalez_garcia.pdf"
872,"cogí",1,"trad_gonzalez_garcia.pdf"
873,"cogía",1,"trad_gonzalez_garcia.pdf"
874,"cogiéndo",2,"trad_gonzalez_garcia.pdf"
875,"cogimo",1,"trad_gonzalez_garcia.pdf"
876,"cogir",2,"trad_gonzalez_garcia.pdf"
877,"coincidencia",1,"trad_gonzalez_garcia.pdf"
878,"coincidí",1,"trad_gonzalez_garcia.pdf"
879,"coincidir",5,"trad_gonzalez_garcia.pdf"
880,"cojo",3,"trad_gonzalez_garcia.pdf"
881,"col",1,"trad_gonzalez_garcia.pdf"
882,"colérico",1,"trad_gonzalez_garcia.pdf"
883,"colgaba",1,"trad_gonzalez_garcia.pdf"
884,"colgar",1,"trad_gonzalez_garcia.pdf"
885,"colina",31,"trad_gonzalez_garcia.pdf"
886,"colma",5,"trad_gonzalez_garcia.pdf"
887,"colmaban",1,"trad_gonzalez_garcia.pdf"
888,"colmar",2,"trad_gonzalez_garcia.pdf"
889,"colmaría",1,"trad_gonzalez_garcia.pdf"
890,"colme",1,"trad_gonzalez_garcia.pdf"
891,"colocar",1,"trad_gonzalez_garcia.pdf"
892,"color",3,"trad_gonzalez_garcia.pdf"
893,"coloradísimo",1,"trad_gonzalez_garcia.pdf"
894,"colorido",1,"trad_gonzalez_garcia.pdf"
895,"colosal",1,"trad_gonzalez_garcia.pdf"
896,"columna",1,"trad_gonzalez_garcia.pdf"
897,"comar",1,"trad_gonzalez_garcia.pdf"
898,"combate",3,"trad_gonzalez_garcia.pdf"
899,"combatir",1,"trad_gonzalez_garcia.pdf"
900,"combinad",1,"trad_gonzalez_garcia.pdf"
901,"comedido",1,"trad_gonzalez_garcia.pdf"
902,"comenc",1,"trad_gonzalez_garcia.pdf"
903,"comencé",1,"trad_gonzalez_garcia.pdf"
904,"comentar",3,"trad_gonzalez_garcia.pdf"
905,"comentario",4,"trad_gonzalez_garcia.pdf"
906,"comentaro",1,"trad_gonzalez_garcia.pdf"
907,"comenzado",1,"trad_gonzalez_garcia.pdf"
908,"comenzar",29,"trad_gonzalez_garcia.pdf"
909,"comer",5,"trad_gonzalez_garcia.pdf"
910,"comercial",1,"trad_gonzalez_garcia.pdf"
911,"comida",1,"trad_gonzalez_garcia.pdf"
912,"comienzo",5,"trad_gonzalez_garcia.pdf"
913,"comodidad",1,"trad_gonzalez_garcia.pdf"
914,"cómodo",2,"trad_gonzalez_garcia.pdf"
915,"compadecer",1,"trad_gonzalez_garcia.pdf"
916,"compadecero",1,"trad_gonzalez_garcia.pdf"
917,"compadezca",1,"trad_gonzalez_garcia.pdf"
918,"compañera",2,"trad_gonzalez_garcia.pdf"
919,"compañía",7,"trad_gonzalez_garcia.pdf"
920,"compara",1,"trad_gonzalez_garcia.pdf"
921,"comparable",2,"trad_gonzalez_garcia.pdf"
922,"comparación",1,"trad_gonzalez_garcia.pdf"
923,"comparar",6,"trad_gonzalez_garcia.pdf"
924,"compartiéndolar",1,"trad_gonzalez_garcia.pdf"
925,"compartimo",1,"trad_gonzalez_garcia.pdf"
926,"compartir",5,"trad_gonzalez_garcia.pdf"
927,"compasión",4,"trad_gonzalez_garcia.pdf"
928,"compasivo",1,"trad_gonzalez_garcia.pdf"
929,"competir",1,"trad_gonzalez_garcia.pdf"
930,"complacencia",1,"trad_gonzalez_garcia.pdf"
931,"complejidad",1,"trad_gonzalez_garcia.pdf"
932,"completamente",7,"trad_gonzalez_garcia.pdf"
933,"completar",1,"trad_gonzalez_garcia.pdf"
934,"completo",8,"trad_gonzalez_garcia.pdf"
935,"comportáis",1,"trad_gonzalez_garcia.pdf"
936,"comportamiento",10,"trad_gonzalez_garcia.pdf"
937,"comportar",2,"trad_gonzalez_garcia.pdf"
938,"comportir",1,"trad_gonzalez_garcia.pdf"
939,"comporto",1,"trad_gonzalez_garcia.pdf"
940,"comprar",2,"trad_gonzalez_garcia.pdf"
941,"comprenda",1,"trad_gonzalez_garcia.pdf"
942,"comprendar",1,"trad_gonzalez_garcia.pdf"
943,"comprender",11,"trad_gonzalez_garcia.pdf"
944,"comprenderno",1,"trad_gonzalez_garcia.pdf"
945,"comprendía",1,"trad_gonzalez_garcia.pdf"
946,"comprr",2,"trad_gonzalez_garcia.pdf"
947,"común",4,"trad_gonzalez_garcia.pdf"
948,"comunícal",1,"trad_gonzalez_garcia.pdf"
949,"comunicar",2,"trad_gonzalez_garcia.pdf"
950,"comunico",1,"trad_gonzalez_garcia.pdf"
951,"conceda",1,"trad_gonzalez_garcia.pdf"
952,"conceder",9,"trad_gonzalez_garcia.pdf"
953,"concedér",1,"trad_gonzalez_garcia.pdf"
954,"concedido",2,"trad_gonzalez_garcia.pdf"
955,"concedir",2,"trad_gonzalez_garcia.pdf"
956,"concentrado",2,"trad_gonzalez_garcia.pdf"
957,"concentrar",4,"trad_gonzalez_garcia.pdf"
958,"conciencia",2,"trad_gonzalez_garcia.pdf"
959,"concluí",1,"trad_gonzalez_garcia.pdf"
960,"concluir",2,"trad_gonzalez_garcia.pdf"
961,"conclusión",1,"trad_gonzalez_garcia.pdf"
962,"concreto",3,"trad_gonzalez_garcia.pdf"
963,"concurrencia",1,"trad_gonzalez_garcia.pdf"
964,"concurrir",1,"trad_gonzalez_garcia.pdf"
965,"condal",1,"trad_gonzalez_garcia.pdf"
966,"conde",14,"trad_gonzalez_garcia.pdf"
967,"condenado",1,"trad_gonzalez_garcia.pdf"
968,"condenar",2,"trad_gonzalez_garcia.pdf"
969,"condición",2,"trad_gonzalez_garcia.pdf"
970,"condicionante",1,"trad_gonzalez_garcia.pdf"
971,"conducir",4,"trad_gonzalez_garcia.pdf"
972,"conduje",1,"trad_gonzalez_garcia.pdf"
973,"confesar",6,"trad_gonzalez_garcia.pdf"
974,"confesarte",1,"trad_gonzalez_garcia.pdf"
975,"confianza",8,"trad_gonzalez_garcia.pdf"
976,"confiar",5,"trad_gonzalez_garcia.pdf"
977,"confieso",1,"trad_gonzalez_garcia.pdf"
978,"confío",1,"trad_gonzalez_garcia.pdf"
979,"confir",1,"trad_gonzalez_garcia.pdf"
980,"confirmar",1,"trad_gonzalez_garcia.pdf"
981,"conformar",1,"trad_gonzalez_garcia.pdf"
982,"confunder",3,"trad_gonzalez_garcia.pdf"
983,"confundir",1,"trad_gonzalez_garcia.pdf"
984,"confusión",10,"trad_gonzalez_garcia.pdf"
985,"confuso",6,"trad_gonzalez_garcia.pdf"
